Provinsi,Nama RS,Kelas,Ruangan,Tersedia,Update
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas I,Ruang KLS 1 STROKE,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 AQSA 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 SHAFA,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 ARAFAH 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 MINA 1,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 RAUDHAH 1,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 RAUDHAH 4,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 RAUDHAH 7,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 ARAFAH 1,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 3 RAUDHAH 1,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 INTERMEDIATE I,1,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 NABAWI,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 RAUDHAH 3,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 RAUDHAH 6,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 AQSA 3,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 THURSINA 3,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 ARAFAH 3,5,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 MINA 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 RAUDHAH 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas II,Ruang KLS 2 RAUDHAH 5,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 RAUDHAH 4,1,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 RAUDHAH 7,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang BERSALIN,9,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 THURSINA 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 AQSA 3,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 ARAFAH 3,3,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 MINA 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 RAUDHAH 3,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 RAUDHAH 6,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 THURSINA 1,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 AQSA 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 ARAFAH 2,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 MINA 1,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 RAUDHAH 2,1,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 RAUDHAH 5,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 SHAFA,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang INTERMEDIATE WARD IGD,15,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 THURSINA 3,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 ARAFAH 1,0,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 INTERMEDIATE 1,4,diupdate 22 menit yang lalu
ACEH,RS Umum Daerah  Dr. Zainoel Abidin,Kelas III,Ruang KLS 3 NABAWI,0,diupdate 22 menit yang lalu
ACEH,RS Ibu dan Anak Pemerintah Aceh,Kelas I,Ruang Ruang Rawat Cut Meutia,3,diupdate 4 menit yang lalu
ACEH,RS Ibu dan Anak Pemerintah Aceh,Kelas II,Ruang Ruang Rawat Dewasa,1,diupdate 4 menit yang lalu
ACEH,RS Ibu dan Anak Pemerintah Aceh,Kelas II,Ruang Ruang Rawat Anak,7,diupdate 4 menit yang lalu
ACEH,RS Ibu dan Anak Pemerintah Aceh,Kelas II,Ruang Ruang Rawat Kebidanan,8,diupdate 4 menit yang lalu
ACEH,RS Ibu dan Anak Pemerintah Aceh,Kelas III,Ruang Ruang Rawat Dewasa,2,diupdate 4 menit yang lalu
ACEH,RS Ibu dan Anak Pemerintah Aceh,Kelas III,Ruang Ruang Rawat Anak,3,diupdate 4 menit yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang ISKANDAR MUDA 05,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang ISKANDAR MUDA 04,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang MALIKUSSALEH 09,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang ISKANDAR MUDA  09,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang ISKANDAR MUDA 08,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang MALIKUSSALEH 08,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang ISKANDAR MUDA  07,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang ISKANDAR MUDA  02,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang ISKANDAR MUDA 06,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas I,Ruang CUT NYAK DHIEN 07,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang DOKMIL MALIKUSSALEH,2,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang MALIKUSSALEH  13,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang TEUKU UMAR  08,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang CUT NYAK DHIEN  06,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang CUT NYAK DHIEN 08,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang TGK CHIK DITIRO  05,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang MALIKUSSALEH  12,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang TEUKU UMAR  07,2,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang CUT NYAK DHIEN  05,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang CUT NYAK DHIEN 09,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang TGK CHIK DITIRO  04,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang MALIKUSSALEH  05,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang TEUKU UMAR  09,2,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang TEUKU UMAR  02,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang CUT NYAK DHIEN  04,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang MALIKUSSALEH 10,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas II,Ruang CUT NYAK DHIEN 02,2,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas III,Ruang TGK CHIK DITIRO  10,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas III,Ruang CUT MEUTIA  07,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas III,Ruang TGK CHIK DITIRO  02,1,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas III,Ruang CUT MEUTIA  02,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas III,Ruang CUT MEUTIA  01,0,diupdate 4 jam yang lalu
ACEH,RS Tk. III IM 07.01 Lhokseumawe Kesdam IM,Kelas III,Ruang TEUKU UMAR  11,3,diupdate 4 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas I,Ruang ANGGREK,7,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas I,Ruang MAWAR,0,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas II,Ruang KEBIDANAN,0,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas II,Ruang MAWAR,7,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas II,Ruang ANGGREK,2,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas III,Ruang KEBIDANAN,2,diupdate 5 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas III,Ruang CEMARA,0,diupdate 4 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas III,Ruang ANAK,7,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas III,Ruang ASTER,10,diupdate 4 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Tarutung,Kelas III,Ruang MUNSON LYMAN,4,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas I,Ruang Flamboyan,0,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas I,Ruang Bonsay,2,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas I,Ruang Rose,2,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas I,Ruang Aster,0,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas I,Ruang Anggrek,1,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas I,Ruang TULIP,2,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas II,Ruang Kamboja,1,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas II,Ruang Teratai,1,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas II,Ruang Mawar,2,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Porsea,Kelas II,Ruang Melati,0,diupdate 20 menit yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas I,Ruang Theresia,1,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas I,Ruang Yohannes,1,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas I,Ruang Fransiskus,3,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas II,Ruang Yohannes,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas II,Ruang Fransiskus,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas II,Ruang Theresia,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas III,Ruang Fransiskus,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas III,Ruang Theresia,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Sint Lucia,Kelas III,Ruang Yohannes,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas I,Ruang ANGGREK 3,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas I,Ruang ANGGREK 2,1,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas I,Ruang ANGGREK 6,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas I,Ruang ANGGREK 5,0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas II,Ruang ANGGREK 10,2,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas II,Ruang ANGGREK 1,1,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas II,Ruang ANGGREK 9,2,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas II,Ruang ANGGREK 8,2,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas II,Ruang ANGGREK 7,2,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas III,"Ruang DAHLIA 7 , (DAhlia box bayi )",0,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas III,Ruang ASTER (infeksius),3,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas III,Ruang BONSAI ANAK,6,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas III,Ruang BONSAI LAKI-LAKI (B),2,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas III,Ruang ANGREK  4,2,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas III,Ruang BONSAI LAKI-LAKI (A),4,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Parapat,Kelas III,Ruang BONSAI PEREMPUAN,2,diupdate 9 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang SERUNI 316,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang SERUNI 303,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang TULIP 204,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang TULIP 209,0,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang SERUNI 308,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang TULIP 203,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang SERUNI 306,0,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang SERUNI 307,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas I,Ruang SERUNI 312,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas II,Ruang MAWAR 207,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas II,Ruang SAKURA 206,1,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas II,Ruang CAMELIA 302,2,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas II,Ruang MELATI 205,2,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas II,Ruang RUANG 311,0,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas II,Ruang CEMPAKA 309,2,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas II,Ruang FLAMBOYAN 310,2,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas III,Ruang DAHLIA 210,3,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas III,Ruang KAMBOJA 314,3,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas III,Ruang KAMBOJA 315,3,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas III,Ruang ASTER 313,4,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Karya Husada,Kelas III,Ruang KEMUNING 211,3,diupdate 3 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas I,Ruang R.105,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas I,Ruang R. 203,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas I,Ruang R. 106,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas I,Ruang R. 201,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas I,Ruang R. 107,1,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas I,Ruang R. 206,2,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas II,Ruang R. 208,3,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas II,Ruang R. 207,3,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas III,Ruang R. 104,0,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas III,Ruang R. 103,1,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas III,Ruang 102,4,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas III,Ruang R. 204,2,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Serenapita,Kelas III,Ruang R. 205,4,diupdate 6 jam yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 337,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 340,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 343,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PELALAWAN 303,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PELALAWAN 310,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 336,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 339,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 342,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PELALAWAN 301,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PELALAWAN 309,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 335,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 338,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 341,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang KERINCI 216,2,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 344,2,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PELALAWAN 304,2,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas I,Ruang PURWAKARTA 334,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas II,Ruang PELALAWAN 305,0,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas II,Ruang PURWAKARTA 345,1,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas II,Ruang PELALAWAN 302,2,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas II,Ruang PELALAWAN 307,0,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas II,Ruang PELALAWAN 306,0,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang RAYA 105,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang KERINCI 219,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang SIANTAR 206,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang KERINCI 222,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang SIANTAR 205,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang SIANTAR 207,1,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang RAYA 101,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang RAYA 104,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang RAYA 107,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang KERINCI 221,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang SIANTAR 201,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang SIANTAR 211,0,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang RAYA 103,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang RAYA 106,2,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang KERINCI 220,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang SIANTAR 210,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang KERINCI 223,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang KERINCI 217,1,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang KERINCI 218,0,diupdate kurang dari 1 menit yang lalu
SUMATERA UTARA,RS Umum Efarina Etaham,Kelas III,Ruang RAYA 102,0,diupdate 1 menit yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang TULIP 13,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang MELATI A4,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang TULIP 3,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang TULIP 17,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang MAWAR B1-3,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang TULIP 8,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang MAWAR B1-1,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang TULIP 11,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang MAWAR B1-6,0,diupdate 7 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang SAKURA 8,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang SEROJA 1.2,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang STROKE UNIT 4,0,diupdate 8 jam yang lalu
SUMATERA UTARA,RS Umum Daerah Drs. H. Amri Tambunan,Kelas I,Ruang TULIP 2,0,diupdate 7 jam yang lalu
